"Brand","Model","Year","Age","KmDriven","Transmission","Owner","FuelType","PostedDate","IDR_Price"
Chevrolet,Beat,"2012",12,"81,000 km",Manual,first,Diesel,Nov-24,29223000
Maruti Suzuki,XL6,"2023",1,"19,500 km",Automatic,first,Petrol,Nov-24,262624992
Honda,Jazz,"2018",6,"32,000 km",Manual,second,Petrol,Nov-24,105050000
Maruti Suzuki,Wagon-R-1-0,"2020",4,"56,000 km",Manual,first,Hybrid/CNG,Nov-24,86141000
Hyundai,Creta,"2018",6,"82,000 km",Automatic,second,Diesel,Nov-24,207235008
Hyundai,Creta,"2016",8,"78,000 km",Manual,second,Petrol,Nov-24,128925000
Hyundai,i20,"2019",5,"46,000 km",Automatic,second,Hybrid/CNG,Nov-24,138475008
Volkswagen,VentoTest,"2016",8,"76,000 km",Manual,second,Diesel,Nov-24,54435000
Honda,City,"2017",7,"75,000 km",Automatic,second,Petrol,Nov-24,146115008
Kia,Carnival,"2020",4,"50000.0 km",Automatic,first,Diesel,Nov-24,611200000
MG,Hector,"2020",4,"46,450 km",Automatic,first,Petrol,Nov-24,296049984
Tata,Tiago,"2024",0,"17,282 km",Manual,first,Hybrid/CNG,Nov-24,128925000
Maruti Suzuki,Swift,"2024",0,"18,950 km",Automatic,first,Petrol,Nov-24,181450000
Fiat,Punto,"2015",9,"89,000 km",Manual,second,Diesel,Nov-24,79265000
Hyundai,Grand i10 Nios,"2023",1,"7,000 km",Manual,first,Petrol,Sep-24,157575008
Maruti Suzuki,Celerio,"2015",9,"111,000 km",Manual,first,Hybrid/CNG,Nov-24,66850000
Maruti Suzuki,Swift,"2011",13,"190,000 km",Manual,first,Diesel,Nov-24,69715000
Tata,Zest,"2014",10,"131,000 km",Automatic,first,Diesel,Nov-24,53480000
Hyundai,Santro Xing,"2007",17,"100,000 km",Manual,second,Petrol,Sep-24,19100000
BMW,X3,"2013",11,"123,872 km",Manual,first,Diesel,Nov-24,219650000
Maruti Suzuki,Swift,"2012",12,"23,200 km",Manual,second,Petrol,Nov-24,62075000
Skoda,Superb,"2016",8,"99,000 km",Automatic,first,Petrol,Nov-24,226335008
Toyota,Etios Liva,"2013",11,"83,000 km",Manual,second,Diesel,Nov-24,75445000
Skoda,Superb,"2010",14,"29,309 km",Automatic,second,Petrol,Nov-24,47750000
Maruti Suzuki,Baleno,"2018",6,"122,289 km",Automatic,second,Petrol,Nov-24,109634000
Skoda,Rapid,"2021",3,"19,121 km",Automatic,first,Petrol,Nov-24,209144992
Datsun,RediGO,"2015",9,"18,000 km",Manual,first,Petrol,Nov-24,36099000
Maruti Suzuki,Ritz,"2011",13,"75,000 km",Manual,first,Diesel,Nov-24,59401000
Mercedes-Benz,S-Class,"2019",5,"29000.0 km",Automatic,second,Diesel,Nov-24,1814499968
BMW,X3,"2012",12,"86,000 km",Automatic,second,Diesel,Nov-24,214875008
BMW,X1,"2020",4,"30,000 km",Automatic,first,Petrol,Nov-24,635075008
Honda,Jazz,"2018",6,"93,000 km",Automatic,first,Hybrid/CNG,Oct-24,102185000
BMW,"5 Series","2017",7,"42000.0 km",Automatic,second,Diesel,Nov-24,323744992
Honda,City,"2015",9,"40,000 km",Manual,second,Hybrid/CNG,Nov-24,92635000
Mahindra,Xylo,"2012",12,"16,400 km",Automatic,second,Diesel,Nov-24,25021000
Skoda,Kushaq,"2022",2,"8000.0 km",Automatic,first,Petrol,Nov-24,246390000
Maruti Suzuki,Celerio,"2021",3,"32 km",Automatic,first,Hybrid/CNG,Nov-24,85950000
Renault,Duster,"2018",6,"83,000 km",Automatic,second,Diesel,Nov-24,175720000
Tata,Tigor,"2024",0,"4,300 km",Automatic,first,Hybrid/CNG,Oct-24,200550000
Toyota,Camry,"2016",8,"130,000 km",Automatic,first,Hybrid/CNG,Nov-24,243524992
Maruti Suzuki,Swift,"2010",14,"150,000 km",Automatic,second,Hybrid/CNG,Nov-24,21010000
Honda,City,"2018",6,"44,902 km",Automatic,second,Petrol,Nov-24,133509000
Toyota,Corolla Altis,"2017",7,"103,000 km",Automatic,first,Petrol,Nov-24,200359008
Hyundai,Grand i10,"2014",10,"75,000 km",Manual,second,Petrol,Nov-24,73535000
Maruti Suzuki,Sx4,"2011",13,"19,000 km",Manual,first,Petrol,Nov-24,42020000
Maruti Suzuki,XL6,"2019",5,"35,000 km",Manual,second,Petrol,Nov-24,189090000
Maruti Suzuki,Wagon-R,"2011",13,"101,110 km",Automatic,second,Hybrid/CNG,Nov-24,22920000
Tata,Harrier,"2019",5,"82,000 km",Manual,first,Diesel,Nov-24,181259008
Maruti Suzuki,Wagon R,"2016",8,"89000.0 km",Automatic,first,Petrol,Nov-24,87860000
Toyota,Innova Crysta,"2018",6,"110,000 km",Automatic,first,Diesel,Nov-24,324700000
Honda,City,"2015",9,"94,000 km",Manual,first,Petrol,Nov-24,95500000
Maruti Suzuki,maruti-suzuki-dzire,"2021",3,"68,000 km",Manual,first,Hybrid/CNG,Oct-24,127015000
Maruti Suzuki,Wagon-R,"2012",12,"137,000 km",Automatic,second,Hybrid/CNG,Nov-24,51570000
Tata,Indigo Ecs,"2015",9,"92000.0 km",Manual,second,Diesel,Nov-24,37245000
Maruti Suzuki,Grand Vitara,"2024",0,"13,400 km",Automatic,first,Hybrid/CNG,Nov-24,390595008
Volkswagen,Jetta,"2014",10,"58,000 km",Automatic,second,Diesel,Nov-24,93399000
Kia,Sonet,"2020",4,"50,000 km",Manual,first,Petrol,Nov-24,141340000
Toyota,Innova,"2011",13,"175000.0 km",Manual,second,Diesel,Nov-24,124150000
Honda,BRV,"2016",8,"55,000 km",Automatic,second,Petrol,Nov-24,143250000
Honda,WRV,"2017",7,"61,000 km",Manual,first,Petrol,Nov-24,133700000
Hyundai,Santro,"2012",12,"78,000 km",Manual,first,Hybrid/CNG,Nov-24,30560000
Tata,Tigor,"2019",5,"52,600 km",Automatic,first,Hybrid/CNG,Nov-24,130835000
Toyota,Innova,"2014",10,"125,000 km",Manual,second,Diesel,Nov-24,143250000
Renault,KWID,"2017",7,"55,000 km",Automatic,first,Petrol,Nov-24,65895000
Hyundai,i20 Active,"2016",8,"97,400 km",Manual,second,Petrol,Nov-24,111735000
Maruti Suzuki,Eeco,"2021",3,"52,000 km",Manual,second,Petrol,Nov-24,75445000
Maruti Suzuki,Swift-Dzire,"2011",13,"59,000 km",Manual,second,Hybrid/CNG,Nov-24,46795000
Hyundai,Aura,"2020",4,"41,000 km",Manual,second,Hybrid/CNG,Nov-24,123195192
Mahindra,Bolero,"2017",7,"70,000 km",Manual,first,Diesel,Nov-24,133688352
Hyundai,i20,"2016",8,"88,700 km",Manual,second,Petrol,Nov-24,70670000
Honda,CRV,"2007",17,"91,000 km",Automatic,first,Hybrid/CNG,Nov-24,47941000
Honda,Amaze,"2021",3,"3,900 km",Manual,second,Petrol,Nov-24,126060000
Mahindra,XUV500,"2016",8,"86,000 km",Automatic,second,Diesel,Nov-24,147070000
BMW,"3 Series","2013",11,"85,000 km",Automatic,second,Diesel,Nov-24,205324992
Maruti Suzuki,Alto-800,"2014",10,"100,080 km",Automatic,second,Hybrid/CNG,Nov-24,35335000
Toyota,Innova Crysta,"2017",7,"60,989 km",Manual,second,Diesel,Nov-24,353350016
Hyundai,Grand i10,"2015",9,"58,000 km",Manual,second,Petrol,Sep-24,60165000
Ford,Ecosport,"2014",10,"83,000 km",Manual,second,Diesel,Nov-24,100275000
Maruti Suzuki,Celerio,"2020",4,"65,000 km",Manual,second,Hybrid/CNG,Nov-24,70479000
Maruti Suzuki,Baleno,"2021",3,"29,000 km",Manual,first,Petrol,Nov-24,131790000
Maruti Suzuki,Jimny,"2023",1,"521.0 km",Manual,first,Petrol,Nov-24,274084992
Honda,City,"2012",12,"63000.0 km",Automatic,first,Hybrid/CNG,Nov-24,81175000
Renault,Duster,"2015",9,"80,000 km",Manual,second,Diesel,Sep-24,66848280
Volkswagen,Jetta,"2013",11,"76,000 km",Manual,first,Diesel,Nov-24,145160000
Land Rover,Discovery Sport,"2018",6,"28,847 km",Automatic,first,Diesel,Oct-24,797425024
Toyota,Innova Hycross,"2024",0,"0.0 km",Automatic,first,Petrol,Nov-24,377607008
Toyota,Innova Crysta,"2021",3,"38,000 km",Automatic,second,Petrol,Nov-24,382000000
Mahindra,TUV,"2016",8,"87,000 km",Automatic,first,Diesel,Nov-24,143250000
Maruti Suzuki,Alto,"2007",17,"85,000 km",Manual,second,Petrol,Nov-24,18718000
Hyundai,Verna,"2023",1,"23,000 km",Automatic,first,Petrol,Oct-24,297960000
Honda,City,"2015",9,"100,000 km",Automatic,second,Hybrid/CNG,Nov-24,95500000
Honda,Brio,"2015",9,"89,000 km",Manual,second,Hybrid/CNG,Nov-24,45840000
Toyota,"2.8 Legender 4X2","2021",3,"33,000 km",Automatic,first,Diesel,Nov-24,754449984
Maruti Suzuki,S-Presso,"2023",1,"13,000 km",Manual,first,Hybrid/CNG,Nov-24,95309000
Hyundai,Grand i10 Nios,"2022",2,"50,000 km",Manual,first,Hybrid/CNG,Oct-24,122239808
Maruti Suzuki,Swift-Dzire,"2010",14,"50,000 km",Manual,second,Petrol,Nov-24,73535000
Maruti Suzuki,Swift,"2016",8,"88,000 km",Manual,first,Petrol,Nov-24,82130000
Tata,Nexon,"2019",5,"36,788 km",Automatic,second,Petrol,Nov-24,148980000
Maruti Suzuki,A-Star,"2013",11,"73,000 km",Automatic,second,Petrol,Nov-24,38200000
Maruti Suzuki,Celerio,"2016",8,"110,000 km",Automatic,second,Hybrid/CNG,Nov-24,57109000
Maruti Suzuki,Omni,"2018",6,"24,000 km",Manual,first,Petrol,Nov-24,69524000
Maruti Suzuki,Ciaz,"2015",9,"90,590 km",Manual,first,Petrol,Nov-24,95309000
Chevrolet,Sail,"2013",11,"82,000 km",Manual,second,Petrol,Nov-24,30560000
Hyundai,i10,"2010",14,"55,000 km",Automatic,second,Hybrid/CNG,Nov-24,13752000
Mahindra,Scorpio,"2014",10,"78,525 km",Manual,first,Diesel,Nov-24,108870000
Toyota,Innova Hycross,"2023",1,"19,000 km",Automatic,first,Hybrid/CNG,Nov-24,553900032
Maruti Suzuki,Wagon-R,"2016",8,"150,000 km",Automatic,first,Hybrid/CNG,Nov-24,34380000
Maruti Suzuki,Ertiga,"2021",3,"29,500 km",Manual,first,Hybrid/CNG,Nov-24,225380000
Maruti Suzuki,Alto-K10,"2019",5,"37,000 km",Manual,second,Hybrid/CNG,Nov-24,65895000
Hyundai,Fluidic Verna,"2013",11,"74,000 km",Manual,second,Hybrid/CNG,Nov-24,83085000
Hyundai,i20,"2011",13,"140,000 km",Manual,first,Hybrid/CNG,Nov-24,49469000
Audi,Q3,"2018",6,"55,100 km",Automatic,second,Diesel,Nov-24,267400000
Hyundai,Eon,"2012",12,"91,000 km",Manual,first,Petrol,Nov-24,42020000
Maruti Suzuki,Eeco,"2018",6,"83,200 km",Manual,second,Hybrid/CNG,Nov-24,62075000
Force,Motors FM Gurkha,"2024",0,"7,000 km",Manual,first,Diesel,Nov-24,319924992
Maruti Suzuki,Ritz,"2013",11,"60,424 km",Manual,second,Hybrid/CNG,Nov-24,38200000
Hyundai,Venue,"2013",11,"18,000 km",Manual,first,Diesel,Oct-24,265490000
Hyundai,Creta,"2020",4,"45,000 km",Automatic,second,Diesel,Nov-24,353350016
Ford,Figo Aspire,"2016",8,"89,000 km",Manual,first,Diesel,Nov-24,73535000
Toyota,Innova Crysta,"2020",4,"62,000 km",Manual,first,Diesel,Nov-24,505195008
Maruti Suzuki,Wagon-R,"2016",8,"57,000 km",Automatic,second,Hybrid/CNG,Oct-24,65895000
Ford,Ecosport,"2018",6,"86,000 km",Manual,second,Diesel,Nov-24,150890000
Toyota,Glanza,"2021",3,"21,000 km",Automatic,first,Petrol,Nov-24,162350000
Maruti Suzuki,Ciaz,"2014",10,"158,000 km",Manual,second,Diesel,Nov-24,91680000
Hyundai,Accent,"2012",12,"139,000 km",Manual,second,Petrol,Nov-24,25021000
Mercedes-Benz,GLS,"2019",5,"79,000 km",Automatic,second,Diesel,Nov-24,1012300032
Maruti Suzuki,Ertiga,"2016",8,"99,000 km",Manual,second,Hybrid/CNG,Nov-24,131599000
MG,Hector Plus,"2020",4,"79,000 km",Manual,first,Diesel,Nov-24,294140000
Ford,Endeavour,"2019",5,"76,000 km",Automatic,first,Diesel,Nov-24,506150016
Mahindra,Bolero Neo Plus,"2013",11,"100,003 km",Manual,second,Diesel,Nov-24,75445000
BMW,X1,"2017",7,"38,000 km",Automatic,first,Diesel,Nov-24,487049984
Maruti Suzuki,Swift-Dzire,"2015",9,"300 km",Automatic,second,Hybrid/CNG,Nov-24,60165000
Honda,City,"2011",13,"52,000 km",Automatic,second,Petrol,Oct-24,59210000
Maruti Suzuki,Swift,"2013",11,"86,000 km",Manual,second,Petrol,Nov-24,90725000
Toyota,Innova Crysta,"2020",4,"70,000 km",Automatic,first,Diesel,Nov-24,315150016
Mercedes-Benz,GLC Class,"2017",7,"71000.0 km",Automatic,first,Petrol,Nov-24,704790016
Maruti Suzuki,Alto-800,"2023",1,"11,200 km",Manual,first,Petrol,Nov-24,78310000
Maruti Suzuki,Ertiga,"2016",8,"63,000 km",Manual,first,Hybrid/CNG,Nov-24,132745000
Mahindra,Thar,"2023",1,"4,400 km",Automatic,second,Petrol,Nov-24,257850000
Maruti Suzuki,Baleno,"2018",6,"110,000 km",Manual,first,Diesel,Nov-24,112690000
Renault,KWID,"2017",7,"30,877 km",Automatic,second,Hybrid/CNG,Nov-24,50615000
Skoda,Rapid,"2015",9,"71,000 km",Automatic,second,Petrol,Nov-24,75445000
Toyota,Glanza,"2023",1,"24,000 km",Automatic,first,Petrol,Nov-24,162350000
Maruti Suzuki,Celerio,"2016",8,"70,000 km",Automatic,second,Hybrid/CNG,Nov-24,72580000
Volkswagen,Polo,"2018",6,"73,961 km",Automatic,second,Petrol,Nov-24,178584992
Renault,Triber,"2022",2,"18,000 km",Manual,first,Hybrid/CNG,Nov-24,132745000
Honda,Jazz,"2016",8,"60,000 km",Automatic,second,Petrol,Nov-24,117465000
BMW,X3,"2012",12,"80,000 km",Automatic,second,Diesel,Nov-24,195775008
Hyundai,i20,"2010",14,"60,000 km",Manual,first,Petrol,Nov-24,61120000
Maruti Suzuki,Swift,"2021",3,"29,000 km",Automatic,first,Petrol,Oct-24,146115008
Mercedes-Benz,GLC Class,"2017",7,"68000.0 km",Automatic,first,Petrol,Nov-24,706508992
Hyundai,Accent,"2018",6,"200,000 km",Automatic,first,Hybrid/CNG,Nov-24,42975000
Maruti Suzuki,"800","1998",26,"98,000 km",Manual,second,Petrol,Nov-24,7831000.0
Jeep,Wrangler,"2022",2,"15,000 km",Automatic,first,Petrol,Nov-24,1107800064
Maruti Suzuki,Baleno,"2016",8,"62,000 km",Automatic,second,Petrol,Nov-24,111162000
Volkswagen,Polo,"2016",8,"105,000 km",Automatic,second,Petrol,Nov-24,124150000
Maruti Suzuki,Baleno,"2021",3,"55,000 km",Manual,first,Petrol,Nov-24,109825000
Tata,Harrier,"2020",4,"73,000 km",Manual,first,Diesel,Nov-24,219459008
Honda,Amaze,"2019",5,"67000.0 km",Automatic,second,Petrol,Nov-24,109825000
Maruti Suzuki,Ertiga,"2023",1,"69,000 km",Automatic,first,Hybrid/CNG,Nov-24,85950000
Mahindra,Scorpio N,"2023",1,"28,000 km",Automatic,first,Diesel,Sep-24,467950016
Maruti Suzuki,Ignis,"2019",5,"25,000 km",Automatic,first,Petrol,Nov-24,82512000
BMW,"3 Series GT","2016",8,"110,000 km",Automatic,second,Diesel,Nov-24,382000000
Mercedes-Benz,GLA Class,"2016",8,"78,000 km",Automatic,second,Petrol,Nov-24,315150016
Maruti Suzuki,S-Cross,"2015",9,"87,000 km",Manual,first,Diesel,Nov-24,104095000
Hyundai,Exter,"2024",0,"3,500 km",Automatic,first,Hybrid/CNG,Nov-24,172855008
Mahindra,Scorpio,"2010",14,"190,000 km",Manual,second,Diesel,Nov-24,38200000
Ford,Ecosport,"2017",7,"69,713 km",Manual,second,Petrol,Oct-24,123959000
BMW,X1,"2017",7,"55,000 km",Automatic,first,Diesel,Oct-24,286500000
Maruti Suzuki,S-Cross,"2018",6,"32,000 km",Manual,first,Diesel,Nov-24,128925000
Maruti Suzuki,Celerio,"2016",8,"14,123 km",Automatic,second,Hybrid/CNG,Nov-24,59808020
Maruti Suzuki,Alto-800,"2016",8,"60,000 km",Manual,first,Petrol,Nov-24,52525000
Tata,Nano,"2015",9,"51,500 km",Manual,second,Petrol,Nov-24,23875000
Chevrolet,Beat,"2017",7,"75,000 km",Manual,second,Diesel,Nov-24,33425000
Maruti Suzuki,Eeco,"2018",6,"72,000 km",Automatic,first,Hybrid/CNG,Nov-24,66850000
Hyundai,Aura,"2022",2,"64,000 km",Manual,first,Hybrid/CNG,Nov-24,131790000
Maruti Suzuki,Ritz,"2011",13,"77,000 km",Manual,second,Hybrid/CNG,Nov-24,30560000
Maruti Suzuki,Wagon-R,"2017",7,"140,000 km",Manual,first,Hybrid/CNG,Nov-24,38200000
Honda,Civic,"2008",16,"10 km",Automatic,first,Hybrid/CNG,Oct-24,94545000
Skoda,Rapid,"2021",3,"63000.0 km",Manual,first,Petrol,Nov-24,190044992
Maruti Suzuki,Ritz,"2010",14,"41,258 km",Manual,second,Petrol,Nov-24,26549000
Honda,City,"2004",20,"130,000 km",Automatic,second,Hybrid/CNG,Nov-24,26740000
Hyundai,Santro Xing,"2011",13,"76,000 km",Manual,second,Hybrid/CNG,Nov-24,25785000
Maruti Suzuki,Wagon-R,"2020",4,"52,300 km",Manual,first,Hybrid/CNG,Nov-24,84995000
Maruti Suzuki,Vitara-Brezza,"2019",5,"48,500 km",Automatic,first,Diesel,Nov-24,186224992
Honda,Civic,"2009",15,"102,000 km",Automatic,second,Hybrid/CNG,Nov-24,28650000
Hyundai,Verna,"2018",6,"78,000 km",Automatic,first,Hybrid/CNG,Nov-24,142295008
Maruti Suzuki,Ertiga,"2013",11,"68,000 km",Manual,second,Hybrid/CNG,Nov-24,107915000
Hyundai,Santro Xing,"2013",11,"89,288 km",Manual,first,Hybrid/CNG,Nov-24,30560000
Toyota,Innova Hycross,"2023",1,"11,000 km",Automatic,first,Hybrid/CNG,Nov-24,759225024
Renault,KWID,"2016",8,"69,000 km",Manual,second,Hybrid/CNG,Nov-24,40110000
Maruti Suzuki,Swift,"2021",3,"59,000 km",Automatic,first,Hybrid/CNG,Nov-24,143250000
Hyundai,Grand i10,"2017",7,"72,000 km",Manual,first,Hybrid/CNG,Nov-24,93590000
BMW,"3 Series GT","2015",9,"61,000 km",Automatic,second,Diesel,Nov-24,229200000
Mahindra,Thar,"2023",1,"18,000 km",Automatic,first,Diesel,Oct-24,253075008
Maruti Suzuki,Alto,"2012",12,"76,000 km",Manual,second,Petrol,Nov-24,42975000
Jeep,Compass,"2017",7,"78,000 km",Automatic,first,Petrol,Nov-24,186224992
Jeep,Compass,"2018",6,"55,000 km",Manual,second,Diesel,Nov-24,206280000
Ford,Ecosport,"2015",9,"112,000 km",Manual,first,Diesel,Nov-24,92635000
Hyundai,Grand i10,"2015",9,"64,000 km",Manual,first,Hybrid/CNG,Nov-24,62075000
Hyundai,Elite i20,"2018",6,"81,000 km",Manual,first,Diesel,Nov-24,139430000
Hyundai,Creta,"2016",8,"72,300 km",Manual,first,Diesel,Nov-24,157575008
Maruti Suzuki,Swift-Dzire,"2017",7,"63,000 km",Automatic,second,Hybrid/CNG,Nov-24,105050000
Honda,Brio,"2014",10,"149,000 km",Automatic,second,Petrol,Nov-24,105050000
Toyota,Fortuner,"2023",1,"18,500 km",Automatic,first,Diesel,Nov-24,859500032
Tata,Safari,"2022",2,"31,000 km",Automatic,second,Diesel,Nov-24,374360000
Maruti Suzuki,Wagon-R,"2019",5,"48,055 km",Manual,first,Petrol,Nov-24,102185000
Maruti Suzuki,Celerio,"2019",5,"75,000 km",Manual,first,Hybrid/CNG,Nov-24,87860000
Hyundai,Grand i10 Nios,"2021",3,"87,500 km",Manual,first,Hybrid/CNG,Nov-24,109825000
Jaguar,XF,"2013",11,"65,000 km",Automatic,first,Diesel,Nov-24,284780992
Mercedes-Benz,GLA,"2016",8,"36,000 km",Automatic,second,Diesel,Nov-24,188135008
Maruti Suzuki,Swift,"2016",8,"65,000 km",Manual,first,Diesel,Nov-24,84995000
Maruti Suzuki,Wagon-R,"2017",7,"57,099 km",Automatic,first,Hybrid/CNG,Nov-24,88815000
Tata,tata-punch,"2021",3,"46,000 km",Manual,first,Petrol,Nov-24,138475008
Toyota,Fortuner,"2010",14,"154,000 km",Manual,second,Diesel,Nov-24,186224992
Tata,Tigor,"2023",1,"18,000 km",Manual,first,Hybrid/CNG,Nov-24,143440992
Maruti Suzuki,Eeco,"2015",9,"114,000 km",Automatic,first,Hybrid/CNG,Nov-24,37245000
Volkswagen,Taigun,"2023",1,"8000.0 km",Automatic,first,Petrol,Nov-24,275040000
Maruti Suzuki,Swift,"2008",16,"92000.0 km",Manual,second,Diesel,Nov-24,53480000
Hyundai,Santro Xing,"2007",17,"86750.0 km",Manual,second,Petrol,Nov-24,31515000
Maruti Suzuki,Vitara-Brezza,"2019",5,"105,919 km",Manual,first,Diesel,Nov-24,169990000
Maruti Suzuki,Wagon-R,"2018",6,"74,000 km",Automatic,second,Hybrid/CNG,Nov-24,82130000
Maruti Suzuki,maruti-suzuki-dzire,"2021",3,"51,000 km",Manual,first,Hybrid/CNG,Nov-24,107915000
Ford,Ecosport,"2017",7,"152,000 km",Manual,second,Diesel,Nov-24,114600000
Volkswagen,Vento,"2017",7,"85000.0 km",Automatic,first,Petrol,Nov-24,113645000
Maruti Suzuki,Swift-Dzire,"2024",0,"1,234 km",Automatic,first,Hybrid/CNG,Nov-24,28650000
Hyundai,Santro,"2013",11,"100,000 km",Automatic,first,Hybrid/CNG,Nov-24,36290000
Honda,Brio,"2014",10,"149500.0 km",Automatic,second,Petrol,Nov-24,85950000
Renault,KWID,"2016",8,"51,000 km",Automatic,second,Petrol,Nov-24,49659808
Maruti Suzuki,Eeco,"2016",8,"75,000 km",Automatic,second,Hybrid/CNG,Nov-24,57300000
Mahindra,Xylo,"2016",8,"240,000 km",Manual,second,Diesel,Nov-24,105050000
Maruti Suzuki,Ciaz,"2018",6,"49,000 km",Manual,second,Petrol,Nov-24,111735000
Jeep,Compass,"2018",6,"39,000 km",Manual,second,Diesel,Nov-24,238750000
Maruti Suzuki,Wagon-R,"2017",7,"25,122 km",Manual,first,Petrol,Nov-24,79265000
Kia,Sonet,"2021",3,"35000.0 km",Automatic,first,Hybrid/CNG,Jul-24,171708992
Maruti Suzuki,Ciaz,"2016",8,"42,000 km",Manual,second,Hybrid/CNG,Nov-24,119375000
Tata,Manza,"2010",14,"2,010 km",Manual,first,Hybrid/CNG,Nov-24,29605000
Honda,Civic,"2012",12,"85,380 km",Automatic,second,Hybrid/CNG,Nov-24,44885000
Volkswagen,VentoTest,"2016",8,"65,000 km",Manual,first,Diesel,Nov-24,93590000
Honda,Accord,"2013",11,"89,000 km",Automatic,second,Petrol,Nov-24,84995000
Maruti Suzuki,Eeco,"2024",0,"1,300 km",Automatic,first,Hybrid/CNG,Nov-24,143250000
Lexus,ES,"2023",1,"6000.0 km",Automatic,first,Petrol,Nov-24,1327449984
Maruti Suzuki,Celerio,"2024",0,"8,000 km",Manual,first,Petrol,Nov-24,120330000
Hyundai,Eon,"2016",8,"86,000 km",Manual,second,Petrol,Nov-24,42402000
Volkswagen,VentoTest,"2015",9,"53,000 km",Manual,second,Diesel,Nov-24,105050000
Maruti Suzuki,Ignis,"2017",7,"53,402 km",Manual,second,Petrol,Nov-24,93590000
Maruti Suzuki,Ertiga,"2019",5,"65,000 km",Manual,first,Diesel,Nov-24,248300000
Honda,City ZX,"2008",16,"119,000 km",Automatic,second,Hybrid/CNG,Nov-24,27847800
Maruti Suzuki,Eeco,"2018",6,"57,000 km",Manual,second,Hybrid/CNG,Nov-24,81175000
Audi,Q3,"2018",6,"55,100 km",Automatic,second,Diesel,Nov-24,267400000
Honda,City,"2010",14,"70,000 km",Automatic,second,Hybrid/CNG,Nov-24,57300000
Renault,Duster,"2018",6,"55,156 km",Automatic,second,Petrol,Nov-24,119375000
MG,Hector Plus,"2021",3,"37,000 km",Automatic,second,Petrol,Nov-24,323744992
Honda,Amaze,"2014",10,"92,000 km",Manual,first,Diesel,Nov-24,73535000
Maruti Suzuki,Swift,"2011",13,"110,000 km",Manual,second,Diesel,Nov-24,75445000
Ford,Ecosport,"2017",7,"55,000 km",Automatic,second,Hybrid/CNG,Nov-24,117465000
Toyota,Fortuner,"2017",7,"52,000 km",Automatic,first,Diesel,Nov-24,343800000
Hyundai,i20,"2013",11,"60,000 km",Manual,second,Petrol,Nov-24,54435000
Maruti Suzuki,Wagon-R,"2012",12,"87,000 km",Manual,first,Hybrid/CNG,Nov-24,51761000
Hyundai,Grand i10,"2017",7,"82,000 km",Automatic,second,Hybrid/CNG,Nov-24,72580000
Jaguar,F-Pace,"2020",4,"42,000 km",Automatic,second,Petrol,Nov-24,783100032
Toyota,Innova Crysta,"2019",5,"210,000 km",Manual,second,Diesel,Nov-24,367675008
Hyundai,Grand i10,"2017",7,"42,568 km",Manual,first,Petrol,Sep-24,78310000
Ford,Aspire,"2016",8,"89,000 km",Manual,first,Diesel,Nov-24,71625000
Hyundai,Creta,"2016",8,"89,600 km",Automatic,second,Petrol,Nov-24,149935008
Renault,KWID,"2016",8,"1 km",Manual,second,Petrol,Nov-24,38199808
Hyundai,Creta,"2017",7,"96,000 km",Manual,second,Diesel,Nov-24,200550000
Land Rover,Range Rover Sport,"2016",8,"100,000 km",Automatic,second,Diesel,Nov-24,763999808
Maruti Suzuki,Sx4,"2011",13,"70,680 km",Manual,second,Hybrid/CNG,Oct-24,33425000
Hyundai,Elantra,"2014",10,"53,000 km",Automatic,first,Petrol,Nov-24,109825000
Mercedes-Benz,V-Class,"2019",5,"20,000 km",Automatic,first,Diesel,Nov-24,1203299968
Maruti Suzuki,Sx4,"2008",16,"135,000 km",Manual,second,Hybrid/CNG,Nov-24,23875000
Hyundai,i10,"2010",14,"82,000 km",Manual,second,Petrol,Nov-24,40110000
Skoda,Rapid,"2012",12,"76,500 km",Manual,second,Diesel,Nov-24,83085000
Volkswagen,CrossPolo,"2014",10,"104,600 km",Manual,second,Diesel,Aug-24,85759000
Audi,A3,"2016",8,"99,000 km",Automatic,second,Diesel,Nov-24,181259008
Maruti Suzuki,Alto-800,"2012",12,"71,000 km",Manual,first,Hybrid/CNG,Nov-24,36290000
Mahindra,Scorpio-N,"2024",0,"28,000 km",Automatic,first,Diesel,Nov-24,386775008
Hyundai,Grand i10,"2013",11,"61000.0 km",Manual,first,Petrol,Jun-24,66850000
Maruti Suzuki,Wagon-R,"2015",9,"58,406 km",Manual,second,Hybrid/CNG,Nov-24,60165000
Maruti Suzuki,"800","1994",30,"70,120 km",Automatic,second,Petrol,Nov-24,6685000.0
Maruti Suzuki,Ertiga,"2017",7,"74,000 km",Manual,first,Hybrid/CNG,Nov-24,128925000
Hyundai,Venue,"2019",5,"25,000 km",Automatic,first,Diesel,Nov-24,152799808
Maruti Suzuki,S-Presso,"2023",1,"8,500 km",Manual,second,Petrol,Nov-24,81175000
Hyundai,i20,"2019",5,"81,000 km",Manual,second,Hybrid/CNG,Nov-24,88815000
Mahindra,Scorpio N,"2011",13,"48,529 km",Manual,second,Diesel,Nov-24,68760000
Maruti Suzuki,Wagon-R,"2016",8,"125,000 km",Automatic,first,Hybrid/CNG,Oct-24,60165000
Mahindra,TUV,"2016",8,"60,000 km",Automatic,second,Diesel,Nov-24,85950000
